"ShelterID", "ID", "Animal", "Breed", "Breed2", "Size", "Name", "Sex", "SpayedNeutered", "Age", "HairLength", "Description", "Status", "GoodWKids", "GoodWCats", "GoodWDogs", "SpecialNeeds", "NeedsExperiencedAdopter", "ShotsCurrent", "Housetrained", "Declawed", "GoodWSmallAnimals", "GoodWBirds", "Rideable", "PhotoURL", "Purebred", "Color", "Color2"
"74746","A637709","Dog","Pit Bull Terrier","NULL","L","*VOLTAIRE","M","Y","Adult","NULL","Hi, my shelter friends call me Voltaire and I haven''t been here very long, but it seems like a nice place. The food is good, my new friends chat with me and pet me when ever they can, and they give me nice plankets to keep me comfy in my kennel. What I''d really like though is a forever home and family to call my own. Once the shelter workers have a chance to get to know me better, they''ll have more to say about me. If you want to meet me right now though, that would be GREAT! The nice people at the Adoption center can arrange for us to meet today! Just take my kennel number with you and we can hang out for a bit.<BR>Watch Voltaire''s video:<BR><iframe width=`560` height=`315` src=`https://www.youtube.com/embed/v1eiNdmV-mw` frameborder=`0` allowfullscreen></iframe>","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A637709&location=VNTR&2017-02-03T12:43:33.473","Y","Gray/Silver/Salt & Pepper - with White","NULL"
"74746","A638023","Cat","Domestic Mediumhair","NULL","NULL","*MOCHI","M","Y","Adult","Medium","Mochi is an inquisitive young male who gets along with other cats and kittens as well as being by himself.  He is a little temperamental. He wants to play, have fun, and then just relax. If you''re looking for a someone to lay on your lap or the need to be constantly entertained and give constant cuddles than keep looking. He is a round/robust male who needs to run, play and use his wrestling skills. Will you be up for the task? He likes neck, head and cheek scratches, but does not want to be picked up or held. <BR><BR>Laser pointers are his friend. Shoe strings, cat toys, mice, oh he loves them all. When you''ve exhausted his energy and it''s time for bed, you''ll be rewarded with his softer quieter side. If you''re interested in adopting this young cat, contact his foster Mom: sultana.humera@gmail.com<BR>","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A638023&location=VNTR&2017-01-23T13:16:53.883","N","Gray, Blue or Silver Tabby","NULL"
"74746","A638389","Rabbit","Shorthaired Rabbit","NULL","M","*TED","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A638389&location=VNTR&2016-12-30T12:50:44.507","N","Fawn","NULL"
"74746","A639305","Dog","Siberian Husky","Labrador Retriever","L","BEAR","M","N","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","N","Black","NULL"
"74746","A639357","Dog","Gordon Setter","Labrador Retriever","L","HARLEY","M","Y","Senior","NULL","Once upon a time I was a handsome pup with my life before me. But, life hasn''t always been easy for me and, through no fault of my own, I ended up here at VCAS. But, I am not going to let being here keep me down.  I am in good spirits because I keep thinking that a nice, loving human is going to adopt me and we are going to be happy furever after. Like many men of advanced years, my fur is thinning, but I am ok with that. I have very nice manners, I know `sit` and `shake` and I am a treat hound! I love to play fetch and when I see grass, watch out because I love to roll in it! I am hoping that someone who likes massages will adopt me because massages are one of my most favorite things in the whole world! The volunteers here at VCAS are very good at giving me massages.  <BR>But, most of all, just like you, I just want a human of my own to love and who will shower me with as much love as they have to give!<BR>","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A639357&location=VNTR&2016-03-29T17:15:36.770","N","Black","NULL"
"74746","A639420","Cat","Domestic Shorthair","NULL","NULL","*POMOA","F","Y","Senior","Short","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A639420&location=VNTR&2017-04-19T23:26:51.653","N","Tortoiseshell","NULL"
"74746","A640341","Dog","German Shepherd Dog","NULL","L","*DUKE","M","Y","Senior","NULL","* Good on leash<BR>* Non-reactive to dogs. PackWalk participant<BR>* Lower energy dog with good house manners<BR>* Crate and house trained<BR>* Knows `sit`, `down` and `shake` commands<BR>* Lived with cats while in foster care<BR><BR>Ready for 80 pounds of pure love? If so, then you must meet me: I''m Duke and I am your dream dog! My foster family says I''m very sweet and easygoing. I have a great time meeting new people and other dogs on my daily walks, and I am very social and affectionate. I know my basic commands and I''m even crate-trained. Right now I''m living with some cats and I have a canine buddy, but if you have pets and want to see how we might get along, my fosters can arrange a meeting. But first you might want to get a new dog bed, some bowls and other supplies because once you meet me you won''t let me go!","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A640341&location=VNTR&2017-02-27T11:59:00.113","Y","White","NULL"
"74746","A640986","Rabbit","Shorthaired Rabbit","NULL","M","*OLIVE","F","Y","Adult","NULL","My name is Olive, also known as “Queen of Binkies” around the bunny barn. My foster mom was very impressed with how low-maintenance I am. I am super tidy and always use my litter box. Even when I get playtime out of my x-pen I still go back to my litter box to potty. My favorite hobbies are playing under blankets, eating banana, zoomies around the room, and I LOVE to binky when I get out of my x-pen. In fact, I am almost an entirely different bunny when I get out and can stretch my legs and roam around. I require only some supervision outside of my x-pen and never nibbled too much on wood furniture or cords (I am still a bunny after all and shouldn’t be trusted since we all love to nibble on stuff we shouldn’t!). I get a little restless in my x-pen and a little uncomfortable sharing a small space with someone else, but with patience I may change my attitude someday. I am not a morning bunny and I sleep most of the day (but dried cranberries and banana always perks me up), but late afternoon and nighttime is when I come alive, and when I like to be pet and held the most. I would do best in a house without small children, and with adults who are patient with my behavioral quirks but willing to work on them. With the right people I know I could change my attitude, I just hate being at the shelter where I don’t get a lot of attention. My foster mom thinks I have great potential for being a very fun and entertaining pet and I’m looking forward to finding my forever family soon!","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A640986&location=VNTR&2016-06-26T21:49:19.560","N","White","NULL"
"74746","A642176","Dog","Rottweiler","Boxer","L","LEON","M","Y","Adult","NULL","• Leon is a strong, friendly, happy dog. <BR><BR>• He is working on his leash manners. <BR><BR>• Leon loves to play fetch.<BR><BR><iframe width=`560` height=`315` src=`https://www.youtube.com/embed/wLiq7k8XUWk` frameborder=`0` allowfullscreen></iframe>","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A642176&location=VNTR&2016-05-12T16:44:35.600","N","Black - with White","NULL"
"74746","A643172","Rabbit","Shorthaired Rabbit","NULL","M","*CUPID","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A643172&location=VNTR&2016-06-26T21:49:24.143","N","White","Grey/Silver"
"74746","A643406","Dog","Maltese","NULL","S","ELIJAH","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A643406&location=VNTR&2017-05-11T00:09:39.907","N","White","NULL"
"74746","A643427","Rabbit","Shorthaired Rabbit","NULL","S","*ATHENA","F","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A643427&location=VNTR&2016-06-26T21:49:25.207","N","Fawn","NULL"
"74746","A643663","Rabbit","Shorthaired Rabbit","NULL","M","*ACE","M","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A643663&location=VNTR&2016-10-15T18:21:17.937","N","White","NULL"
"74746","A644367","Rabbit","Shorthaired Rabbit","NULL","S","CLAIRE","F","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A644367&location=VNTR&2017-03-16T23:28:26.927","N","Black","NULL"
"74746","A644368","Rabbit","Shorthaired Rabbit","NULL","M","VANNA WHITE","F","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A644368&location=VNTR&2016-12-30T12:45:40.227","N","White","Grey/Silver"
"74746","A644371","Rabbit","Shorthaired Rabbit","NULL","M","*POE","M","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A644371&location=VNTR&2016-12-30T12:45:40.017","N","White","NULL"
"74746","A644456","Rabbit","Shorthaired Rabbit","NULL","M","ASPEN","M","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A644456&location=VNTR&2017-01-09T01:18:40.697","N","White","NULL"
"74746","A645408","Dog","Pit Bull Terrier","NULL","L","RAVEN","F","Y","Adult","NULL","* Friendly 2 year old dog with moderate energy<BR>* Housebroken and good house manners<BR>* Friendly to strangers and children according to her prior owner<BR>* Engaging, likes giving kisses and tummy rubs<BR>* Knows the commands `sit` and `down`<BR>* Playful. Enjoys tennis balls, tug toys and chase<BR><BR><iframe width=`560` height=`315` src=`https://www.youtube.com/embed/WVSaKwOllYY` frameborder=`0` allowfullscreen></iframe>","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A645408&location=VNTR&2017-05-08T21:16:31.047","Y","Gray/Silver/Salt & Pepper - with White","NULL"
"74746","A645495","Cat","Domestic Longhair","NULL","NULL","COOKIE","F","Y","Adult","Long","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A645495&location=VNTR&2016-06-26T22:45:14.007","N","Black & White or Tuxedo","NULL"
"74746","A646183","Dog","Pit Bull Terrier","NULL","L","SNOOPY","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A646183&location=VNTR&2017-02-03T10:11:37.333","Y","White - with Black","NULL"
"74746","A646311","Rabbit","Shorthaired Rabbit","NULL","M","*MICHELLE","F","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A646311&location=VNTR&2017-02-05T22:22:53.183","N","White","NULL"
"74746","A646315","Rabbit","Shorthaired Rabbit","NULL","M","*MADLYN","F","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A646315&location=VNTR&2017-02-05T22:22:56.003","N","Black","NULL"
"74746","A646316","Rabbit","Shorthaired Rabbit","NULL","M","*MAEVE","F","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A646316&location=VNTR&2017-02-05T22:14:41.973","N","White","NULL"
"74746","A646317","Rabbit","Shorthaired Rabbit","NULL","S","*MANDY","F","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A646317&location=VNTR&2016-12-30T12:15:14.113","N","White","NULL"
"74746","A646318","Rabbit","Shorthaired Rabbit","NULL","M","*MACEY","F","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A646318&location=VNTR&2016-12-29T18:25:48.853","N","Black","NULL"
"74746","A646319","Rabbit","Shorthaired Rabbit","NULL","M","*TOBIAS","M","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A646319&location=VNTR&2017-01-09T01:18:25.290","N","White","NULL"
"74746","A646320","Rabbit","Shorthaired Rabbit","NULL","M","*MOLLY","F","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A646320&location=VNTR&2017-02-05T22:22:54.150","N","Agouti","NULL"
"74746","A646395","Cat","Domestic Shorthair","NULL","NULL","*VALENTINA","F","Y","Senior","Short","Greetings, furriends! I normally sleep all day, but I woke up for a few minutes so I could write something about myself because I''m hoping it might help me find a home. My buddies at the shelter want you to know I''m a very nice kitty who is low-maintenance and self-cleaning (yay! I''m drought-friendly!). I love to just lounge around and watch the world go by. If you are looking for an awesome cat who will keep you company when you need it but also let you do your own thing when you want to, come pick me up today and you will not be disappointed. Whew, writing this little blurb has me all tuckered out! OK, back to my Zzzzz....","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A646395&location=VNTR&2017-02-09T14:19:28.283","N","Black (All)","NULL"
"74746","A646978","Dog","Pit Bull Terrier","NULL","L","*GRETCHAN","F","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A646978&location=VNTR&2017-03-20T20:39:57.073","Y","Gray/Silver/Salt & Pepper - with White","NULL"
"74746","A647118","Dog","Pit Bull Terrier","NULL","L","*MACK","M","Y","Adult","NULL","• Mack is new to the shelter so we are still getting to know him. <BR><BR>• Mack''s previous owner reported that he is sometimes nervous in new situations, but warms up quickly. <BR><BR>• His previous owner also reported that Mack is good with kids. <BR><BR>","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A647118&location=VNTR&2017-04-29T00:06:43.127","Y","Gray/Silver/Salt & Pepper - with White","NULL"
"74746","A647553","Dog","Pit Bull Terrier","NULL","M","LILO","F","N","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A647553&location=VNTR&2017-05-01T00:19:41.630","Y","Gray/Blue/Silver/Salt & Pepper","NULL"
"74746","A648197","Dog","Dutch Shepherd","NULL","L","NIKKI","F","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A648197&location=VNTR&2017-05-08T22:27:18.300","N","Brindle - with White","NULL"
"74746","A648229","Cat","Domestic Shorthair","NULL","NULL","ABBY","F","Y","Adult","Short","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A648229&location=VNTR&2016-08-31T23:08:30.880","N","Brown Tabby","NULL"
"74746","A649053","Dog","Chihuahua - Smooth Coated","NULL","S","AXEL","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A649053&location=VNTR&2017-05-09T15:24:28.947","Y","Tan/Yellow/Fawn - with White","NULL"
"74746","A649751","Dog","Pit Bull Terrier","NULL","L","ZEUS","M","Y","Adult","NULL","* Relaxed, friendly and playful (fetch and tug toys) dog<BR>* Good walking or jogging companion<BR>* Knows commands `sit`, `fetch` and `shake`<BR>* Loves affection<BR><BR>Zeus is an active and energetic 3 year old boy who loves toys and a good game of fetch. He enjoys getting affection and a good scratch behind the ears. Because he is treat motivated and responsive to his handler, Zeus will make a loving and playful pet. He''d make a great jogging or hiking partner. <BR><BR><iframe width=`560` height=`315` src=`https://www.youtube.com/embed/GsRACtbBLak` frameborder=`0` allowfullscreen></iframe>","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A649751&location=VNTR&2017-04-03T00:22:49.787","Y","Brown/Chocolate - with White","NULL"
"74746","A649800","Dog","Pit Bull Terrier","NULL","L","*LYDIA","F","N","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A649800&location=VNTR&2017-03-01T20:56:19.307","Y","Brown/Chocolate - with White","NULL"
"74746","A649943","Rabbit","Longhaired Rabbit","NULL","S","*IVY","F","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A649943&location=VNTR&2017-02-05T22:14:36.263","N","Black","NULL"
"74746","A650049","Dog","Pit Bull Terrier","NULL","L","THOR","M","N","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A650049&location=VNTR&2017-04-03T00:22:38.113","Y","Gray/Silver/Salt & Pepper - with White","NULL"
"74746","A650209","Dog","Belgian Malinois","Labrador Retriever","L","ZEUS","M","Y","Adult","NULL","* Zeus is a friendly dog with a moderate to moderately high energy level<BR>* He knows the commands `sit`, `shake` and `down`<BR>* Zeus is playful. Loves playing fetch<BR>* He''s participated in large dog playgroups<BR>* Not recommended with younger children or small animals<BR><BR>View his video:<BR><iframe width=`560` height=`315` src=`https://www.youtube.com/embed/vRvkdbKUwtw` frameborder=`0` allowfullscreen></iframe>","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A650209&location=VNTR&2017-04-28T18:10:51.440","N","Brown/Chocolate - with Black","NULL"
"74746","A650249","Cat","Domestic Shorthair","NULL","NULL","BEAR","F","Y","Adult","Short","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A650249&location=VNTR&2017-04-19T23:58:01.670","N","Orange or Red","NULL"
"74746","A650342","Dog","German Shepherd Dog","NULL","L","*CHAUNCEY","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A650342&location=VNTR&2017-04-29T00:08:14.620","Y","White","NULL"
"74746","A650722","Dog","Pit Bull Terrier","NULL","L","RUBY","F","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A650722&location=VNTR&2017-03-01T00:16:49.600","Y","Black - with White","NULL"
"74746","A650831","Dog","Pit Bull Terrier","NULL","L","*CHANCE","M","Y","Adult","NULL","* Pack Walk and Playgroup participant<BR>* Knows the commands `sit` and `down`<BR>* Playful. Loves fetch, chasing tennis balls and a good game of tug<BR>* Energetic<BR>* Treat motivated. Takes treats gently<BR><BR><iframe src=`https://www.facebook.com/plugins/video.php?href=https%3A%2F%2Fwww.facebook.com%2FVCASPitCrew%2Fvideos%2F1657340417894212%2F&show_text=0&width=560` width=`560` height=`315` style=`border:none;overflow:hidden` scrolling=`no` frameborder=`0` allowTransparency=`true` allowFullScreen=`true`></iframe><BR><BR>#vcaspitcrew","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A650831&location=VNTR&2017-03-01T00:16:50.720","Y","White - with Black","NULL"
"74746","A650855","Rabbit","Shorthaired Rabbit","NULL","M","*EZRA","M","Y","Young","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A650855&location=VNTR&2016-09-18T17:02:14","N","White","NULL"
"74746","A651120","Rabbit","Shorthaired Rabbit","NULL","M","MOOSE","M","Y","Adult","NULL","NULL","AVAILABLE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","https://petharbor.com/get_image.asp?res=DETAIL&id=A651120&location=VNTR&2016-10-15T18:36:56.783","N","White","NULL"
